:START_ID(Job-ID),:END_ID(Industry-ID),:TYPE
job_93f725a07423fe1c,industry_8833eef309f0987d,BELONGS_TO_INDUSTRY
job_4142cecaac11f927,industry_a0bf02796396cd37,BELONGS_TO_INDUSTRY
job_3c4f968cb95317e0,industry_8b5d4284ca2e07d8,BELONGS_TO_INDUSTRY
job_cf31214be2321080,industry_15644b9bb53575e0,BELONGS_TO_INDUSTRY
job_99a272194eb867ea,industry_b69b730629674501,BELONGS_TO_INDUSTRY
job_3c4f968cb95317e0,industry_60c524de10668602,BELONGS_TO_INDUSTRY
job_93f725a07423fe1c,industry_0b7c760665070673,BELONGS_TO_INDUSTRY
job_93f725a07423fe1c,industry_b916bc2995c9fe47,BELONGS_TO_INDUSTRY
job_cf31214be2321080,industry_0d4ec7e90570347d,BELONGS_TO_INDUSTRY
job_cf31214be2321080,industry_16a881b0187bfef6,BELONGS_TO_INDUSTRY
job_4142cecaac11f927,industry_f6804dd3505903e5,BELONGS_TO_INDUSTRY
job_fd547cd6633e4256,industry_4ac2f8bcb588769c,BELONGS_TO_INDUSTRY
job_3c4f968cb95317e0,industry_9dbf81285f3238a2,BELONGS_TO_INDUSTRY
job_c022617a8d3fb9ea,industry_ca6c043d225b0dc4,BELONGS_TO_INDUSTRY
job_4142cecaac11f927,industry_e0440ce8146ab67f,BELONGS_TO_INDUSTRY
job_fd547cd6633e4256,industry_200945027317732e,BELONGS_TO_INDUSTRY
job_fd547cd6633e4256,industry_0120c8f3ebed1d60,BELONGS_TO_INDUSTRY
job_4142cecaac11f927,industry_599375a253f92b1c,BELONGS_TO_INDUSTRY
job_93f725a07423fe1c,industry_310d99550599353c,BELONGS_TO_INDUSTRY
job_fd547cd6633e4256,industry_d5ceb41158584196,BELONGS_TO_INDUSTRY
job_cf31214be2321080,industry_7c594ee93cbdf8a3,BELONGS_TO_INDUSTRY
job_93f725a07423fe1c,industry_ef991ce2e4f0c3c5,BELONGS_TO_INDUSTRY
job_99a272194eb867ea,industry_f27b59fafea3e9ff,BELONGS_TO_INDUSTRY
job_c022617a8d3fb9ea,industry_f5e58607f8fe4cbe,BELONGS_TO_INDUSTRY
job_fd547cd6633e4256,industry_0ddbd6f81fa983c4,BELONGS_TO_INDUSTRY
job_cf31214be2321080,industry_cc0162f27d5209bf,BELONGS_TO_INDUSTRY
job_4c14765528b76b65,industry_a83cc763349362d3,BELONGS_TO_INDUSTRY
job_c022617a8d3fb9ea,industry_6168c8507792654f,BELONGS_TO_INDUSTRY
job_4142cecaac11f927,industry_e427b1aedad44472,BELONGS_TO_INDUSTRY
job_3c4f968cb95317e0,industry_e38ae69957f9d89d,BELONGS_TO_INDUSTRY
job_c022617a8d3fb9ea,industry_d21e3606fdd70898,BELONGS_TO_INDUSTRY
job_4142cecaac11f927,industry_3ae162eee32681ed,BELONGS_TO_INDUSTRY
job_93f725a07423fe1c,industry_f4afe65bcab69525,BELONGS_TO_INDUSTRY
job_93f725a07423fe1c,industry_e427b1aedad44472,BELONGS_TO_INDUSTRY
job_c022617a8d3fb9ea,industry_60c524de10668602,BELONGS_TO_INDUSTRY
job_93f725a07423fe1c,industry_3a50538c5308f26c,BELONGS_TO_INDUSTRY
job_4142cecaac11f927,industry_8fbff0dc8976709c,BELONGS_TO_INDUSTRY
job_99a272194eb867ea,industry_d2c063f337e67c7c,BELONGS_TO_INDUSTRY
job_3c4f968cb95317e0,industry_bfd4c25f0ae65d42,BELONGS_TO_INDUSTRY
job_99a272194eb867ea,industry_6eec3c5fdf8d905f,BELONGS_TO_INDUSTRY
job_f76ae5ed9254dcc0,industry_dd2785e67e7675b9,BELONGS_TO_INDUSTRY
job_93f725a07423fe1c,industry_200945027317732e,BELONGS_TO_INDUSTRY
job_3c4f968cb95317e0,industry_da1fd0483cc3ae58,BELONGS_TO_INDUSTRY
job_4c14765528b76b65,industry_8a120b12f74e5a92,BELONGS_TO_INDUSTRY
job_4142cecaac11f927,industry_1e2af4b2bf41c3f9,BELONGS_TO_INDUSTRY
job_c022617a8d3fb9ea,industry_4dfb7360ed7ec9bd,BELONGS_TO_INDUSTRY
job_4142cecaac11f927,industry_65ec2b4bb8bb7c2e,BELONGS_TO_INDUSTRY
job_fd547cd6633e4256,industry_c84dedf1cf501104,BELONGS_TO_INDUSTRY
job_4142cecaac11f927,industry_bfd4c25f0ae65d42,BELONGS_TO_INDUSTRY
job_93f725a07423fe1c,industry_e2772dda7a504ae6,BELONGS_TO_INDUSTRY
job_3c4f968cb95317e0,industry_978b571438e59119,BELONGS_TO_INDUSTRY
job_4142cecaac11f927,industry_b8ff5e90216d1cd8,BELONGS_TO_INDUSTRY
job_cf31214be2321080,industry_046a279594772962,BELONGS_TO_INDUSTRY
job_cf31214be2321080,industry_46771226d0a0ad0b,BELONGS_TO_INDUSTRY
job_c022617a8d3fb9ea,industry_a2a96ed7f57daf6e,BELONGS_TO_INDUSTRY
job_4c14765528b76b65,industry_f27b59fafea3e9ff,BELONGS_TO_INDUSTRY
job_f76ae5ed9254dcc0,industry_ac671ffa32390020,BELONGS_TO_INDUSTRY
job_99a272194eb867ea,industry_1d60c52a6b4cf8b8,BELONGS_TO_INDUSTRY
job_3c4f968cb95317e0,industry_4154f9d6ea373709,BELONGS_TO_INDUSTRY
job_4c14765528b76b65,industry_02f3a51ccb809a84,BELONGS_TO_INDUSTRY
job_4c14765528b76b65,industry_4be487d2e4470863,BELONGS_TO_INDUSTRY
job_99a272194eb867ea,industry_2711b1ac2b0873da,BELONGS_TO_INDUSTRY
job_3c4f968cb95317e0,industry_4ded0541b052ab99,BELONGS_TO_INDUSTRY
job_c022617a8d3fb9ea,industry_bfd4c25f0ae65d42,BELONGS_TO_INDUSTRY
job_4c14765528b76b65,industry_ef49248841887873,BELONGS_TO_INDUSTRY
job_cf31214be2321080,industry_6394f8cca331fca6,BELONGS_TO_INDUSTRY
job_fd547cd6633e4256,industry_6851421407d05f4a,BELONGS_TO_INDUSTRY
job_93f725a07423fe1c,industry_bed27bd2e23a6a74,BELONGS_TO_INDUSTRY
job_93f725a07423fe1c,industry_3d0608a226b44c79,BELONGS_TO_INDUSTRY
job_4142cecaac11f927,industry_ecf2e19cad9a4232,BELONGS_TO_INDUSTRY
job_93f725a07423fe1c,industry_dd2785e67e7675b9,BELONGS_TO_INDUSTRY
job_3c4f968cb95317e0,industry_b5148b9bb29b412b,BELONGS_TO_INDUSTRY
job_99a272194eb867ea,industry_db50a888cd86d99c,BELONGS_TO_INDUSTRY
job_c022617a8d3fb9ea,industry_1e2af4b2bf41c3f9,BELONGS_TO_INDUSTRY
job_cf31214be2321080,industry_e53af6e7214ca302,BELONGS_TO_INDUSTRY
job_cf31214be2321080,industry_9ffd5fe39fdf5115,BELONGS_TO_INDUSTRY
job_fd547cd6633e4256,industry_1b46c1f4d0ec5f78,BELONGS_TO_INDUSTRY
job_4c14765528b76b65,industry_7c8f96b65211ee7e,BELONGS_TO_INDUSTRY
job_93f725a07423fe1c,industry_de84eec5c6dbd4d1,BELONGS_TO_INDUSTRY
job_99a272194eb867ea,industry_dc7ae4a01bb81c7a,BELONGS_TO_INDUSTRY
job_4c14765528b76b65,industry_b3d7562324d12a79,BELONGS_TO_INDUSTRY
job_cf31214be2321080,industry_f26a0e5348abeadb,BELONGS_TO_INDUSTRY
job_fd547cd6633e4256,industry_4ded0541b052ab99,BELONGS_TO_INDUSTRY
job_4c14765528b76b65,industry_213d4f0b93ca90db,BELONGS_TO_INDUSTRY
job_4c14765528b76b65,industry_5f8fa25781016b66,BELONGS_TO_INDUSTRY
job_fd547cd6633e4256,industry_da1fd0483cc3ae58,BELONGS_TO_INDUSTRY
job_4c14765528b76b65,industry_59ff21a327d33f2b,BELONGS_TO_INDUSTRY
job_c022617a8d3fb9ea,industry_3aad7cc3f190c4e9,BELONGS_TO_INDUSTRY
job_3c4f968cb95317e0,industry_57162163218e3288,BELONGS_TO_INDUSTRY
job_99a272194eb867ea,industry_5400b26eae44899f,BELONGS_TO_INDUSTRY
job_fd547cd6633e4256,industry_3918d00de567dba4,BELONGS_TO_INDUSTRY
job_4c14765528b76b65,industry_0b7c760665070673,BELONGS_TO_INDUSTRY
job_3c4f968cb95317e0,industry_2b5896e1d3624a8f,BELONGS_TO_INDUSTRY
job_4142cecaac11f927,industry_be9a7412a9ad4c69,BELONGS_TO_INDUSTRY
job_cf31214be2321080,industry_3d13e1c086cc2bde,BELONGS_TO_INDUSTRY
job_99a272194eb867ea,industry_6cc86be066fd05c4,BELONGS_TO_INDUSTRY
job_4c14765528b76b65,industry_be9a7412a9ad4c69,BELONGS_TO_INDUSTRY
job_93f725a07423fe1c,industry_e4d1fcdb178690ff,BELONGS_TO_INDUSTRY
job_3c4f968cb95317e0,industry_71c8bae65c4bbd79,BELONGS_TO_INDUSTRY
job_cf31214be2321080,industry_1e2af4b2bf41c3f9,BELONGS_TO_INDUSTRY
job_99a272194eb867ea,industry_2f8360e4121cc67c,BELONGS_TO_INDUSTRY
job_f76ae5ed9254dcc0,industry_a96d79a4085e72cf,BELONGS_TO_INDUSTRY
job_93f725a07423fe1c,industry_dd18b6f04218c662,BELONGS_TO_INDUSTRY
job_4c14765528b76b65,industry_70de4b9b7bce8a87,BELONGS_TO_INDUSTRY
job_3c4f968cb95317e0,industry_dd2785e67e7675b9,BELONGS_TO_INDUSTRY
job_3c4f968cb95317e0,industry_7d2c802a41e739bd,BELONGS_TO_INDUSTRY
job_4142cecaac11f927,industry_3afffdae22cd1947,BELONGS_TO_INDUSTRY
job_3c4f968cb95317e0,industry_40a5fdb62bd29a93,BELONGS_TO_INDUSTRY
job_93f725a07423fe1c,industry_da89135649a6533f,BELONGS_TO_INDUSTRY
job_cf31214be2321080,industry_47c96c40a39b338a,BELONGS_TO_INDUSTRY
job_fd547cd6633e4256,industry_88e0c842ab6412e7,BELONGS_TO_INDUSTRY
job_4c14765528b76b65,industry_311fa3f37e1b43ab,BELONGS_TO_INDUSTRY
job_99a272194eb867ea,industry_60c524de10668602,BELONGS_TO_INDUSTRY
job_cf31214be2321080,industry_90eccab7f5aab818,BELONGS_TO_INDUSTRY
job_4142cecaac11f927,industry_6cc86be066fd05c4,BELONGS_TO_INDUSTRY
job_4142cecaac11f927,industry_200945027317732e,BELONGS_TO_INDUSTRY
job_cf31214be2321080,industry_f27b59fafea3e9ff,BELONGS_TO_INDUSTRY
job_4c14765528b76b65,industry_6eec3c5fdf8d905f,BELONGS_TO_INDUSTRY
job_3c4f968cb95317e0,industry_f27b59fafea3e9ff,BELONGS_TO_INDUSTRY
job_99a272194eb867ea,industry_bf6626f4d96eb9fc,BELONGS_TO_INDUSTRY
job_c022617a8d3fb9ea,industry_8e1d4bd74ba6b520,BELONGS_TO_INDUSTRY
job_4c14765528b76b65,industry_869a2f59c148eaab,BELONGS_TO_INDUSTRY
job_99a272194eb867ea,industry_3216e7ebb4a12eed,BELONGS_TO_INDUSTRY
job_cf31214be2321080,industry_a2fac045945aa8bb,BELONGS_TO_INDUSTRY
job_cf31214be2321080,industry_8225dfb6ab6d4618,BELONGS_TO_INDUSTRY
job_99a272194eb867ea,industry_3d13e1c086cc2bde,BELONGS_TO_INDUSTRY
job_4142cecaac11f927,industry_3c3a1a9eb551be54,BELONGS_TO_INDUSTRY
job_fd547cd6633e4256,industry_6cc86be066fd05c4,BELONGS_TO_INDUSTRY
job_3c4f968cb95317e0,industry_2711b1ac2b0873da,BELONGS_TO_INDUSTRY
job_3c4f968cb95317e0,industry_6eec3c5fdf8d905f,BELONGS_TO_INDUSTRY
job_4142cecaac11f927,industry_f90cc432f150bced,BELONGS_TO_INDUSTRY
job_3c4f968cb95317e0,industry_4289a4f9e768de19,BELONGS_TO_INDUSTRY
job_93f725a07423fe1c,industry_da1fd0483cc3ae58,BELONGS_TO_INDUSTRY
job_c022617a8d3fb9ea,industry_11c4273a5cbecf02,BELONGS_TO_INDUSTRY
job_3c4f968cb95317e0,industry_aef229931993de82,BELONGS_TO_INDUSTRY
job_c022617a8d3fb9ea,industry_1852abfca6d7a24e,BELONGS_TO_INDUSTRY
job_4c14765528b76b65,industry_107da78593b1e94e,BELONGS_TO_INDUSTRY
job_4142cecaac11f927,industry_e67a8965703c0540,BELONGS_TO_INDUSTRY
job_3c4f968cb95317e0,industry_a2fac045945aa8bb,BELONGS_TO_INDUSTRY
job_93f725a07423fe1c,industry_f81331fdf66577ea,BELONGS_TO_INDUSTRY
job_3c4f968cb95317e0,industry_dc7ae4a01bb81c7a,BELONGS_TO_INDUSTRY
job_4c14765528b76b65,industry_e603d0f3b5593f1e,BELONGS_TO_INDUSTRY
job_cf31214be2321080,industry_4d5dd9af5b7c8aa6,BELONGS_TO_INDUSTRY
job_cf31214be2321080,industry_bfd4c25f0ae65d42,BELONGS_TO_INDUSTRY
job_4142cecaac11f927,industry_3ac6e7e0285557ce,BELONGS_TO_INDUSTRY
job_93f725a07423fe1c,industry_41a071270bfbcfed,BELONGS_TO_INDUSTRY
job_fd547cd6633e4256,industry_65be042925d7031d,BELONGS_TO_INDUSTRY
job_4c14765528b76b65,industry_c020253f48ed5f80,BELONGS_TO_INDUSTRY
job_4142cecaac11f927,industry_dd2785e67e7675b9,BELONGS_TO_INDUSTRY
job_4142cecaac11f927,industry_ece9aeacf931e213,BELONGS_TO_INDUSTRY
job_cf31214be2321080,industry_60db45e646d2bfe5,BELONGS_TO_INDUSTRY
job_3c4f968cb95317e0,industry_1a1939bc4bc1f42c,BELONGS_TO_INDUSTRY
job_cf31214be2321080,industry_9ddd4bbd469d4a45,BELONGS_TO_INDUSTRY
job_4142cecaac11f927,industry_4ded0541b052ab99,BELONGS_TO_INDUSTRY
job_cf31214be2321080,industry_da89135649a6533f,BELONGS_TO_INDUSTRY
job_3c4f968cb95317e0,industry_ab3b1b642907a5b3,BELONGS_TO_INDUSTRY
job_4c14765528b76b65,industry_f81331fdf66577ea,BELONGS_TO_INDUSTRY
job_93f725a07423fe1c,industry_5f8fa25781016b66,BELONGS_TO_INDUSTRY
job_cf31214be2321080,industry_194cce02eb85c9a3,BELONGS_TO_INDUSTRY
job_f76ae5ed9254dcc0,industry_0d84c8f7917b7ac9,BELONGS_TO_INDUSTRY
job_4142cecaac11f927,industry_b5a3286d89a49050,BELONGS_TO_INDUSTRY
job_4142cecaac11f927,industry_802f20eb6ded3ed8,BELONGS_TO_INDUSTRY
job_93f725a07423fe1c,industry_01cb7217bf35150b,BELONGS_TO_INDUSTRY
job_93f725a07423fe1c,industry_f068f0dad74789be,BELONGS_TO_INDUSTRY
job_f76ae5ed9254dcc0,industry_4be487d2e4470863,BELONGS_TO_INDUSTRY
job_cf31214be2321080,industry_6cc86be066fd05c4,BELONGS_TO_INDUSTRY
job_4142cecaac11f927,industry_40a5fdb62bd29a93,BELONGS_TO_INDUSTRY
job_cf31214be2321080,industry_60c524de10668602,BELONGS_TO_INDUSTRY
job_3c4f968cb95317e0,industry_cfa1ae15a14e439f,BELONGS_TO_INDUSTRY
job_cf31214be2321080,industry_68c0ee3447fdb643,BELONGS_TO_INDUSTRY
job_93f725a07423fe1c,industry_e13797416c56ed49,BELONGS_TO_INDUSTRY
job_4142cecaac11f927,industry_cbc14bb6ad4820a8,BELONGS_TO_INDUSTRY
job_4142cecaac11f927,industry_e81dec38a50eb432,BELONGS_TO_INDUSTRY
job_4142cecaac11f927,industry_62e50e36153a92eb,BELONGS_TO_INDUSTRY
job_93f725a07423fe1c,industry_f27b59fafea3e9ff,BELONGS_TO_INDUSTRY
job_4c14765528b76b65,industry_3ac6e7e0285557ce,BELONGS_TO_INDUSTRY
job_cf31214be2321080,industry_8fcbb83d7aaa0407,BELONGS_TO_INDUSTRY
job_93f725a07423fe1c,industry_d1ebe8dcc9bb9f16,BELONGS_TO_INDUSTRY
job_c022617a8d3fb9ea,industry_dc7ae4a01bb81c7a,BELONGS_TO_INDUSTRY
job_fd547cd6633e4256,industry_7c8f96b65211ee7e,BELONGS_TO_INDUSTRY
job_99a272194eb867ea,industry_a2fac045945aa8bb,BELONGS_TO_INDUSTRY
job_fd547cd6633e4256,industry_f27b59fafea3e9ff,BELONGS_TO_INDUSTRY
job_fd547cd6633e4256,industry_ca27c7b65c45e5e9,BELONGS_TO_INDUSTRY
job_f76ae5ed9254dcc0,industry_334df3525e328cc9,BELONGS_TO_INDUSTRY
job_4142cecaac11f927,industry_2d717d49a97ae687,BELONGS_TO_INDUSTRY
job_f76ae5ed9254dcc0,industry_1e127486759d96da,BELONGS_TO_INDUSTRY
job_93f725a07423fe1c,industry_8e12111f26a77763,BELONGS_TO_INDUSTRY
job_99a272194eb867ea,industry_da1fd0483cc3ae58,BELONGS_TO_INDUSTRY
job_4c14765528b76b65,industry_33927d6bb75064a5,BELONGS_TO_INDUSTRY
job_fd547cd6633e4256,industry_a2fac045945aa8bb,BELONGS_TO_INDUSTRY
job_99a272194eb867ea,industry_4170263606f0ffa1,BELONGS_TO_INDUSTRY
job_99a272194eb867ea,industry_e34b74673b4d20dc,BELONGS_TO_INDUSTRY
job_93f725a07423fe1c,industry_5400b26eae44899f,BELONGS_TO_INDUSTRY
job_cf31214be2321080,industry_138f0a0702b54bdf,BELONGS_TO_INDUSTRY
job_f76ae5ed9254dcc0,industry_1bb85b409b1a0022,BELONGS_TO_INDUSTRY
job_cf31214be2321080,industry_40c5270e4e2ff6cf,BELONGS_TO_INDUSTRY
job_4142cecaac11f927,industry_856648cca6a957bd,BELONGS_TO_INDUSTRY
job_99a272194eb867ea,industry_8f99b861bc1cbbbf,BELONGS_TO_INDUSTRY
job_99a272194eb867ea,industry_6dbb02438f4de778,BELONGS_TO_INDUSTRY
job_3c4f968cb95317e0,industry_6cc86be066fd05c4,BELONGS_TO_INDUSTRY
job_fd547cd6633e4256,industry_59ff21a327d33f2b,BELONGS_TO_INDUSTRY
job_3c4f968cb95317e0,industry_8a68be7b3f4fdaa7,BELONGS_TO_INDUSTRY
job_3c4f968cb95317e0,industry_13d353de348f2fd7,BELONGS_TO_INDUSTRY
job_fd547cd6633e4256,industry_f068f0dad74789be,BELONGS_TO_INDUSTRY
job_93f725a07423fe1c,industry_d5acfd6a585a9ab3,BELONGS_TO_INDUSTRY
job_c022617a8d3fb9ea,industry_6cc86be066fd05c4,BELONGS_TO_INDUSTRY
job_4c14765528b76b65,industry_8f362bfdd2551d42,BELONGS_TO_INDUSTRY
job_93f725a07423fe1c,industry_c13b97163f32fb11,BELONGS_TO_INDUSTRY
job_4c14765528b76b65,industry_65ec2b4bb8bb7c2e,BELONGS_TO_INDUSTRY
job_3c4f968cb95317e0,industry_7018e0eb10264c8e,BELONGS_TO_INDUSTRY
job_cf31214be2321080,industry_7c1aa39cb2d785c9,BELONGS_TO_INDUSTRY
job_4c14765528b76b65,industry_ac0cfbdc4f093990,BELONGS_TO_INDUSTRY
job_3c4f968cb95317e0,industry_ae6ab642180c1294,BELONGS_TO_INDUSTRY
job_99a272194eb867ea,industry_7c8f96b65211ee7e,BELONGS_TO_INDUSTRY
job_99a272194eb867ea,industry_3980cbddc72d256c,BELONGS_TO_INDUSTRY
job_4142cecaac11f927,industry_c8f19adf188cb6e1,BELONGS_TO_INDUSTRY
job_f76ae5ed9254dcc0,industry_c6e1d1eee3310b62,BELONGS_TO_INDUSTRY
job_93f725a07423fe1c,industry_029a6d0f4b779a26,BELONGS_TO_INDUSTRY
job_4142cecaac11f927,industry_a0748e2e26d0df94,BELONGS_TO_INDUSTRY
job_4c14765528b76b65,industry_7c1aa39cb2d785c9,BELONGS_TO_INDUSTRY
job_cf31214be2321080,industry_0e7f6e24b52ac21d,BELONGS_TO_INDUSTRY
job_cf31214be2321080,industry_6a4a9ab487c62885,BELONGS_TO_INDUSTRY
job_fd547cd6633e4256,industry_ca451c7797873d03,BELONGS_TO_INDUSTRY
job_4c14765528b76b65,industry_2e942cfc8f1262c1,BELONGS_TO_INDUSTRY
job_cf31214be2321080,industry_200945027317732e,BELONGS_TO_INDUSTRY
job_93f725a07423fe1c,industry_a3b3e7a3fd857e39,BELONGS_TO_INDUSTRY
job_99a272194eb867ea,industry_d914a5b039673a77,BELONGS_TO_INDUSTRY
job_3c4f968cb95317e0,industry_869a2f59c148eaab,BELONGS_TO_INDUSTRY
job_4142cecaac11f927,industry_85003e09b8f22cd4,BELONGS_TO_INDUSTRY
job_fd547cd6633e4256,industry_f5afb7a7a2221bc9,BELONGS_TO_INDUSTRY
job_4142cecaac11f927,industry_8049b2e66363142c,BELONGS_TO_INDUSTRY
job_f76ae5ed9254dcc0,industry_b34e12e43d767575,BELONGS_TO_INDUSTRY
job_4142cecaac11f927,industry_e709ed492eb0b52f,BELONGS_TO_INDUSTRY
job_c022617a8d3fb9ea,industry_3f7581b20003f96e,BELONGS_TO_INDUSTRY
job_3c4f968cb95317e0,industry_ee8ae94d9e48550e,BELONGS_TO_INDUSTRY
job_c022617a8d3fb9ea,industry_0dc0ebcc1ca96115,BELONGS_TO_INDUSTRY
job_f76ae5ed9254dcc0,industry_6e9c02e56e3d32e0,BELONGS_TO_INDUSTRY
job_cf31214be2321080,industry_d1ebe8dcc9bb9f16,BELONGS_TO_INDUSTRY
job_3c4f968cb95317e0,industry_62942d97945b6f41,BELONGS_TO_INDUSTRY
job_cf31214be2321080,industry_5cc25be47d672131,BELONGS_TO_INDUSTRY
job_3c4f968cb95317e0,industry_3bb7e758f4357da9,BELONGS_TO_INDUSTRY
job_cf31214be2321080,industry_30737ea3f3f68a55,BELONGS_TO_INDUSTRY
job_fd547cd6633e4256,industry_68441361169002f1,BELONGS_TO_INDUSTRY
job_cf31214be2321080,industry_bae0cdb9ba0453de,BELONGS_TO_INDUSTRY
job_4c14765528b76b65,industry_5bb0c556f3b42f69,BELONGS_TO_INDUSTRY
job_4c14765528b76b65,industry_7c594ee93cbdf8a3,BELONGS_TO_INDUSTRY
job_cf31214be2321080,industry_ca6c043d225b0dc4,BELONGS_TO_INDUSTRY
job_99a272194eb867ea,industry_e83fdbb52b00795c,BELONGS_TO_INDUSTRY
job_4142cecaac11f927,industry_dc7ae4a01bb81c7a,BELONGS_TO_INDUSTRY
job_4c14765528b76b65,industry_8768454e6c70cf44,BELONGS_TO_INDUSTRY
job_fd547cd6633e4256,industry_618726dd575373bb,BELONGS_TO_INDUSTRY
job_4142cecaac11f927,industry_630e495ed233be01,BELONGS_TO_INDUSTRY
job_cf31214be2321080,industry_d2624f949680948c,BELONGS_TO_INDUSTRY
