industry_id:ID(Industry-ID),name,:LABEL
industry_f90cc432f150bced,"互联网,物联网,云计算/大数据",Industry
industry_37195dc89a981c82,"互联网,物联网,互联网",Industry
industry_1d60c52a6b4cf8b8,"互联网,物联网,人工智能,通信/网络设备",Industry
industry_102be531ba2c6bc0,"互联网,电子/半导体/集成电路,互联网",Industry
industry_e5ef6eecfdba2d3b,"互联网,电子/半导体/集成电路,社团/组织/社会保障,IT服务",Industry
industry_dd18b6f04218c662,"互联网,电子商务",Industry
industry_233cc5eb332b3cb1,"互联网,电子商务,咨询服务",Industry
industry_ed424450772376f9,"互联网,电子商务,计算机软件,IT服务",Industry
industry_2eed8513f5f0bbfc,"互联网,网络/信息安全",Industry
industry_12316fed2d463c03,"互联网,计算机硬件,计算机软件,IT服务",Industry
industry_a3d08750994a4244,"互联网,计算机硬件,计算机软件,电子/半导体/集成电路",Industry
industry_cf8e812d8b19cc7c,"互联网,计算机软件",Industry
industry_8eb66270f22befe9,"互联网,计算机软件,IT服务",Industry
industry_f3380896340c3da5,"互联网,计算机软件,IT服务,网络/信息安全",Industry
industry_f7f50c9220e740fd,"互联网,计算机软件,互联网,IT服务",Industry
industry_c24b6112f3d0c924,"互联网,计算机软件,物联网,居民服务",Industry
industry_3089aaf83219bb93,"互联网,计算机软件,网络/信息安全",Industry
industry_c6ae0c6df594613f,"互联网,计算机软件,网络/信息安全,通信/网络设备",Industry
industry_661c747ceb858695,"互联网,计算机软件,船舶/航空/航天/火车制造,电子/半导体/集成电路",Industry
industry_5ac5246460502314,"互联网,计算机软件,计算机硬件,通信/网络设备",Industry
industry_fef321269326d5d3,"互联网,贸易/进出口",Industry
industry_a9022604f69c5fd4,"互联网,运营商/增值服务,电子商务,IT服务",Industry
industry_3842ee3e43958041,"互联网,运营商/增值服务,计算机软件",Industry
industry_70d48ee151d5f750,"互联网,运营商/增值服务,通信/网络设备",Industry
industry_a1438975db00efa1,"互联网,通信/网络设备,运营商/增值服务,IT服务",Industry
industry_18b5b1293cbd4a2e,"互联网,零售/批发",Industry
industry_47ddc4f2efcea7a0,"互联网,零售/批发,证券/期货,计算机软件",Industry
industry_47177ac07f7c77d2,互联网金融/小额贷款,Industry
industry_509b8e3bfd504487,"互联网金融/小额贷款,互联网",Industry
industry_bbfa4047818efb28,"互联网金融/小额贷款,互联网金融/小额贷款",Industry
industry_4ded0541b052ab99,人力资源服务,Industry
industry_f52bc719d8e8ec2f,"人力资源服务,人力资源服务",Industry
industry_80b57721c53efc5d,"人力资源服务,人力资源服务,快速消费品,电子商务",Industry
industry_185ce25ce73f8fdf,"人力资源服务,人工智能,企业服务",Industry
industry_630e495ed233be01,"人力资源服务,企业服务",Industry
industry_47536bf9955fe8cb,"人力资源服务,卫生服务,专业技术服务",Industry
industry_f4afe65bcab69525,"人力资源服务,咨询服务",Industry
industry_3f7581b20003f96e,"人力资源服务,咨询服务,培训/辅导服务,人力资源服务",Industry
industry_6f92cd9236c62272,"人力资源服务,在线招聘/求职,新能源,环保",Industry
industry_81e8bfffd7757979,"人力资源服务,新能源,环保,电力/水利/热力/燃气",Industry
industry_9ddd4bbd469d4a45,"人力资源服务,电子/半导体/集成电路,电气机械/电力设备,工业自动化",Industry
industry_ef85aa1f2fc20209,"人力资源服务,电气机械/电力设备",Industry
industry_f068f0dad74789be,人工智能,Industry
industry_535ccc74f737d16c,"人工智能,IT服务",Industry
industry_abe8f28842884fa9,"人工智能,IT服务,云计算/大数据,计算机软件",Industry
industry_68c0ee3447fdb643,"人工智能,云计算/大数据,企业服务",Industry
industry_17b0bed33272561d,"人工智能,云计算/大数据,计算机硬件,计算机软件",Industry
industry_09bf482d0251f7ca,"人工智能,互联网",Industry
industry_65ec2b4bb8bb7c2e,"人工智能,互联网,电子商务,人工智能",Industry
industry_a3b3e7a3fd857e39,"人工智能,人工智能,工业自动化,云计算/大数据",Industry
industry_70723fcf04a95b4a,"人工智能,人工智能,物联网,智能硬件",Industry
industry_ac1f87c029ba9812,"人工智能,企业服务",Industry
industry_8f90e99091585585,"人工智能,工业自动化",Industry
industry_88524e2cf46b8bfe,"人工智能,工业自动化,人工智能,物联网",Industry
industry_3872b7e46400a52a,"人工智能,工业自动化,物联网,云计算/大数据",Industry
industry_9d24754c6e46297b,"人工智能,智能硬件",Industry
industry_2f8360e4121cc67c,"人工智能,智能硬件,人工智能,电子/半导体/集成电路",Industry
industry_65c51762e4b4b67c,"人工智能,消费电子产品,智能硬件",Industry
industry_fe8571699d5ba879,"人工智能,电子/半导体/集成电路,人工智能",Industry
industry_479fd78d3cf2d07b,"人工智能,电子商务",Industry
industry_41902aa2cc15eab3,"人工智能,电子商务,计算机软件",Industry
industry_00caa2daf719a18a,"人工智能,翻译服务",Industry
industry_b5a3286d89a49050,"人工智能,计算机硬件,计算机软件,云计算/大数据",Industry
industry_a4f391e14e0c2a7b,"人工智能,计算机软件",Industry
industry_f4787a33860248d4,"人工智能,计算机软件,学术/科研",Industry
industry_7aca385c04077176,"人工智能,零售/批发,云计算/大数据,科学技术推广",Industry
industry_bfd4c25f0ae65d42,仪器仪表制造,Industry
industry_4073fc2ac1e85176,"仪器仪表制造,互联网",Industry
industry_e277f09ea3044bef,"仪器仪表制造,互联网,仪器仪表制造,物联网",Industry
industry_c7ddb45482c1f6ba,"仪器仪表制造,互联网,计算机软件,电子/半导体/集成电路",Industry
industry_9ffd5fe39fdf5115,"仪器仪表制造,仪器仪表制造",Industry
industry_13d353de348f2fd7,"仪器仪表制造,仪器仪表制造,IT服务,电子/半导体/集成电路",Industry
industry_659e2f73414faea6,"仪器仪表制造,仪器仪表制造,人工智能,船舶/航空/航天/火车制造",Industry
industry_acb0e0b62b491ef9,"仪器仪表制造,仪器仪表制造,工业自动化",Industry
industry_54585547b61373a3,"仪器仪表制造,仪器仪表制造,电子设备制造,计算机软件",Industry
industry_194f21fe87f6c771,"仪器仪表制造,电力/水利/热力/燃气,计算机软件,电子/半导体/集成电路",Industry
industry_1e2af4b2bf41c3f9,"仪器仪表制造,电子/半导体/集成电路",Industry
industry_802053851b5a91bc,"仪器仪表制造,电子/半导体/集成电路,仪器仪表制造,计算机软件",Industry
industry_8f4b06adb67aeb51,"仪器仪表制造,电子/半导体/集成电路,学术/科研,船舶/航空/航天/火车制造",Industry
industry_6c948380c8977b75,"仪器仪表制造,电子/半导体/集成电路,电力/水利/热力/燃气,学术/科研",Industry
industry_138f0a0702b54bdf,"仪器仪表制造,电子/半导体/集成电路,石油/石化,IT服务",Industry
industry_08442272d23935d3,"仪器仪表制造,电子/半导体/集成电路,计算机硬件,计算机软件",Industry
industry_cbc14bb6ad4820a8,"仪器仪表制造,电子设备制造",Industry
industry_ae490a0495542118,"仪器仪表制造,电气机械/电力设备,仪器仪表制造,计算机软件",Industry
industry_c09a0a3bcbbc4500,"仪器仪表制造,电气机械/电力设备,汽车研发/制造",Industry
industry_02f3a51ccb809a84,"仪器仪表制造,计算机硬件,IT服务,互联网",Industry
industry_1b62dd58f918fbe7,"仪器仪表制造,计算机硬件,电子/半导体/集成电路",Industry
industry_bc21a7fcb7e444aa,"仪器仪表制造,计算机软件",Industry
industry_2816b231e76f958b,"仪器仪表制造,计算机软件,检测/认证,电子/半导体/集成电路",Industry
industry_004f7ba874aab03e,"仪器仪表制造,计算机软件,电子/半导体/集成电路",Industry
industry_0817a422b315f5fb,"仪器仪表制造,计算机软件,计算机硬件,学术/科研",Industry
industry_68ae06af7fed671f,"仪器仪表制造,通信/网络设备,专用设备制造,学术/科研",Industry
industry_da89135649a6533f,企业服务,Industry
industry_c12fe74b5d8243ca,"企业服务,互联网",Industry
industry_0aaefe5f13753d16,"企业服务,互联网,咨询服务,专业技术服务",Industry
industry_2a9afada391701a2,"企业服务,互联网,运营商/增值服务,银行",Industry
industry_d2ecb1471aa8742d,"企业服务,企业服务",Industry
industry_31cd567a76fed913,"企业服务,企业服务,IT服务,新媒体",Industry
industry_7c5452649182e40f,"企业服务,企业服务,电子商务,互联网",Industry
industry_7f22abcf3da0731d,"企业服务,旅游服务,企业服务",Industry
industry_1ff6f8395f3d6638,"企业服务,网络/信息安全,IT服务",Industry
industry_3a89bd8022148190,"企业服务,运营商/增值服务,互联网,银行",Industry
industry_5d12fdeb32863d21,休闲/娱乐,Industry
industry_11ececa2aa03f1a9,会议/展览,Industry
industry_b73b757f8ac049aa,保险,Industry
industry_72c0b4fba8a936f4,"保险,证券/期货",Industry
industry_5eea7cfe501df8fe,"保险,证券/期货,计算机软件,IT服务",Industry
industry_d1f51090e6299ecc,"保险,银行,汽车金融,互联网金融/小额贷款",Industry
industry_e0440ce8146ab67f,农/林/牧/渔,Industry
industry_8991f2892f8d6453,"农/林/牧/渔,农/林/牧/渔",Industry
industry_8a0914a90d0deed9,"化学纤维制造业,学术/科研,工业自动化,化学纤维制造业",Industry
industry_364abb3cc39cc03e,"医疗检测,生物工程",Industry
industry_66a8d52316dd979b,医疗设备/器械,Industry
industry_edf5b6f666c97ae5,"医疗设备/器械,人工智能",Industry
industry_b6c036afd1011b9f,"医疗设备/器械,人工智能,云计算/大数据,计算机软件",Industry
industry_464dd4c4da19212a,"医疗设备/器械,人工智能,医疗设备/器械",Industry
industry_ec9b5697ff967ae7,"医疗设备/器械,仪器仪表制造,金属制品业,医药制造",Industry
industry_f23741ba1e7ad07a,"医疗设备/器械,医疗设备/器械",Industry
industry_a0bf02796396cd37,"医疗设备/器械,学术/科研",Industry
industry_f5afb7a7a2221bc9,"医药制造,卫生服务",Industry
industry_b5038e5be29e80e3,"医药制造,学术/科研",Industry
industry_24376dde62273a09,"医药制造,生物工程,医疗设备/器械",Industry
industry_de3118a77d84d9ec,"医院,医院,医美/健康服务",Industry
industry_e27cb3cb37358b5a,卫生服务,Industry
industry_7717bb1a3ee38ddc,印刷/包装/造纸,Industry
industry_df3203a5a4accd04,"印刷/包装/造纸,日化产品制造",Industry
industry_74ba4d92567b7075,"印刷/包装/造纸,计算机软件",Industry
industry_da1fd0483cc3ae58,咨询服务,Industry
industry_18af667648cb5d0d,"咨询服务,IT服务,咨询服务,社团/组织/社会保障",Industry
industry_f6804dd3505903e5,"咨询服务,专业技术服务",Industry
industry_ac671ffa32390020,"咨询服务,互联网",Industry
industry_46b4b7e39965dcb6,"咨询服务,企业服务",Industry
industry_ca222aef808f5d34,"咨询服务,咨询服务",Industry
industry_b2aab2a8b2002005,"咨询服务,广告/营销,证券/期货,保险",Industry
industry_4a8070a4bcfabb97,"咨询服务,房地产中介,专业技术服务",Industry
industry_9f9b1d8cc75649f3,"咨询服务,电气机械/电力设备,IT服务",Industry
industry_6c3f09a066e9209a,"咨询服务,计算机软件,IT服务",Industry
industry_66d2bbd10ee0ff48,"咨询服务,通信/网络设备,互联网,网络/信息安全",Industry
industry_0dc0ebcc1ca96115,商业代理服务,Industry
industry_3918d00de567dba4,培训/辅导服务,Industry
industry_1a434f73f51992bb,"培训/辅导服务,互联网",Industry
industry_2c9d6d186897721e,"培训/辅导服务,培训/辅导服务",Industry
industry_bb250d1455aeecf4,"培训/辅导服务,学校/学历教育",Industry
industry_952c49615f7a29ac,"培训/辅导服务,计算机硬件,计算机软件,互联网",Industry
industry_802f20eb6ded3ed8,"基金,基金,证券/期货",Industry
industry_df4dec652b3e0aa9,"基金,证券/期货",Industry
industry_3aad7cc3f190c4e9,学术/科研,Industry
industry_5748716faff10152,"学术/科研,专业技术服务,咨询服务",Industry
industry_e53af6e7214ca302,"学术/科研,云计算/大数据",Industry
industry_d21e3606fdd70898,"学术/科研,学术/科研",Industry
industry_f365b9a30c0d5620,"学术/科研,电子/半导体/集成电路,培训/辅导服务,石油/石化",Industry
industry_a4e10734f8cceb7e,"学术/科研,电子/半导体/集成电路,科学技术推广,人工智能",Industry
industry_bb22796ada480427,"学术/科研,石油/石化,矿产/采掘,医药制造",Industry
industry_0ba3f131d35d5257,"学术/科研,社团/组织/社会保障,IT服务",Industry
industry_07e99955442c5588,"学术/科研,计算机软件,学术/科研,电子/半导体/集成电路",Industry
industry_d64e2ed7698eb696,"学术/科研,计算机软件,计算机硬件,电子/半导体/集成电路",Industry
industry_c33a08e606e4889c,"学术/科研,金属制品业",Industry
industry_27636649c92cd4e5,"学术/科研,钢铁/有色金属冶炼及加工",Industry
industry_ca30c015c5162c26,"学术/科研,零售/批发",Industry
industry_55a028c235fe13b4,学校/学历教育,Industry
industry_ce7c225d2f6576fa,"学校/学历教育,培训/辅导服务,学校/学历教育,计算机软件",Industry
industry_989aac6234e66ef4,"学校/学历教育,学术/科研,社团/组织/社会保障,科学技术推广",Industry
industry_4dfb7360ed7ec9bd,"学校/学历教育,学校/学历教育",Industry
industry_7dce205ced5e2544,"客运服务,计算机硬件,计算机软件,互联网",Industry
industry_b4a3e44b5bf56c72,"家具/家居/家电,耐用消费品,互联网,电子商务",Industry
industry_4f224103de20465f,居民服务,Industry
industry_b28155f9344b7e23,工业自动化,Industry
industry_1b46c1f4d0ec5f78,"工业自动化,人工智能",Industry
industry_34bab34927f825dd,"工业自动化,人工智能,智能硬件,通信/网络设备",Industry
industry_2d717d49a97ae687,"工业自动化,仪器仪表制造,工业自动化",Industry
industry_90eccab7f5aab818,"工业自动化,仪器仪表制造,工业自动化,人工智能",Industry
industry_c8f19adf188cb6e1,"工业自动化,工业自动化",Industry
industry_93cebba517505763,"工业自动化,工业自动化,仪器仪表制造,电子设备制造",Industry
industry_15644b9bb53575e0,"工业自动化,工业自动化,计算机软件,计算机硬件",Industry
industry_1bb85b409b1a0022,"工业自动化,电子/半导体/集成电路,通用设备制造,新能源",Industry
industry_628bdde6d81e8a98,"工业自动化,电子设备制造,互联网",Industry
industry_41d5143964087214,"工业自动化,矿产/采掘",Industry
industry_39bc478e47d74b55,"工业自动化,船舶/航空/航天/火车制造,仪器仪表制造,专用设备制造",Industry
industry_e55c69e2414bf5c0,"工程技术与设计服务,学术/科研,科学技术推广",Industry
industry_046a279594772962,"工程技术与设计服务,工程技术与设计服务,企业服务,云计算/大数据",Industry
industry_83f5d12ebaaece88,"工程技术与设计服务,工程施工,装饰装修,工程技术与设计服务",Industry
industry_c4bba5af8aa4dfaf,"工程技术与设计服务,计算机软件",Industry
industry_a96d79a4085e72cf,工程施工,Industry
industry_fb6ad677860761ad,"工程施工,互联网,工程施工",Industry
industry_b3a5f8db23afc660,"工程施工,电子/半导体/集成电路,石油/石化,医药制造",Industry
industry_dfced029af0d5b42,"工程施工,装饰装修,电力/水利/热力/燃气,工程技术与设计服务",Industry
industry_f1100fc6ae3b182f,广告/营销,Industry
industry_6394f8cca331fca6,"广告/营销,婚庆/摄影,通信/网络设备",Industry
industry_3c3a1a9eb551be54,"广播/影视,广播/影视",Industry
industry_3bb7e758f4357da9,"广播/影视,新媒体,互联网,广告/营销",Industry
industry_0e1c7a37f82033df,建筑设备安装,Industry
industry_3bdb34fc21734a3f,"建筑设备安装,通信/网络设备",Industry
industry_bae0cdb9ba0453de,"快速消费品,贸易/进出口,互联网",Industry
industry_8309d03b2a79b440,房地产中介,Industry
industry_368f6d910b494ebb,"房地产开发,工程施工",Industry
industry_671cad70663454cc,"房地产开发,广播/影视,装饰装修",Industry
industry_ca27c7b65c45e5e9,"房地产开发,房地产开发",Industry
industry_ef44e4b81ee912a6,"房地产开发,证券/期货",Industry
industry_ab4df8b438adb601,"投资/融资,互联网,IT服务,证券/期货",Industry
industry_77ca3faeebc5ba7f,"投资/融资,互联网金融/小额贷款",Industry
industry_8e1d4bd74ba6b520,政府/公共事业,Industry
industry_d2689d6fcf879495,"政府/公共事业,专业技术服务",Industry
