:START_ID(Job-ID),:END_ID(Skill-ID),:TYPE
job_2899702b726f1bbc,skill_ceae1cbc2ea900e8,REQUIRES_SKILL
job_2899702b726f1bbc,skill_de2299e31c5d6941,REQUIRES_SKILL
job_2899702b726f1bbc,skill_dc229def7f4c8ae4,REQUIRES_SKILL
job_2899702b726f1bbc,skill_d3d59acaf575a0b7,REQUIRES_SKILL
job_2899702b726f1bbc,skill_78b620cbc209c93c,REQUIRES_SKILL
job_2899702b726f1bbc,skill_207a33cf4e6c471a,REQUIRES_SKILL
job_2899702b726f1bbc,skill_a78b3fc3f311cc58,REQUIRES_SKILL
job_2899702b726f1bbc,skill_3516c705807d6b97,REQUIRES_SKILL
job_d751bc4305e88659,skill_943993d26608d606,REQUIRES_SKILL
job_d751bc4305e88659,skill_ca21c50ee1d19c00,REQUIRES_SKILL
job_d751bc4305e88659,skill_3480cfea497ee7a4,REQUIRES_SKILL
job_d751bc4305e88659,skill_c5c1f61a3fe60d62,REQUIRES_SKILL
job_d751bc4305e88659,skill_7944981904016580,REQUIRES_SKILL
job_a3c4c06d0aa660fb,skill_ff08fac41aa7dbd2,REQUIRES_SKILL
job_a3c4c06d0aa660fb,skill_83a4cca8c3bd9958,REQUIRES_SKILL
job_a3c4c06d0aa660fb,skill_147c86400912860b,REQUIRES_SKILL
job_a3c4c06d0aa660fb,skill_8983351cd1fe2d8b,REQUIRES_SKILL
job_a3c4c06d0aa660fb,skill_6a3dbc0daf4fdd00,REQUIRES_SKILL
job_a3c4c06d0aa660fb,skill_c7a580cb14cc59f4,REQUIRES_SKILL
job_a3c4c06d0aa660fb,skill_38b949403acdb1a3,REQUIRES_SKILL
job_a3c4c06d0aa660fb,skill_d46796d2d215d291,REQUIRES_SKILL
job_a3c4c06d0aa660fb,skill_c409ae370d77cef0,REQUIRES_SKILL
job_a3c4c06d0aa660fb,skill_8177a7296b938a9b,REQUIRES_SKILL
job_2eb49af2b11d1f42,skill_850ede946229ee4a,REQUIRES_SKILL
job_2eb49af2b11d1f42,skill_d926a79a1b43e834,REQUIRES_SKILL
job_2eb49af2b11d1f42,skill_0bee908be99da1d7,REQUIRES_SKILL
job_2eb49af2b11d1f42,skill_6450d84327e5a11b,REQUIRES_SKILL
job_2eb49af2b11d1f42,skill_5356ff374510398b,REQUIRES_SKILL
job_2eb49af2b11d1f42,skill_ec60332832d3fb4e,REQUIRES_SKILL
job_2eb49af2b11d1f42,skill_4062229f9fbc4e83,REQUIRES_SKILL
job_2eb49af2b11d1f42,skill_bb08dcf1d31826a2,REQUIRES_SKILL
job_2eb49af2b11d1f42,skill_3cae1de9372b9a18,REQUIRES_SKILL
job_2eb49af2b11d1f42,skill_62efd27313a07e19,REQUIRES_SKILL
job_2eb49af2b11d1f42,skill_4b0e5e51e1deab6b,REQUIRES_SKILL
job_2eb49af2b11d1f42,skill_eff1820b99472904,REQUIRES_SKILL
job_2eb49af2b11d1f42,skill_195af93fcc871b8b,REQUIRES_SKILL
job_2eb49af2b11d1f42,skill_436367b06614c1be,REQUIRES_SKILL
job_2eb49af2b11d1f42,skill_31387bddc160953d,REQUIRES_SKILL
job_0958f7936b560695,skill_ff17b9f9cd551e7e,REQUIRES_SKILL
job_0958f7936b560695,skill_2039aefc471a3636,REQUIRES_SKILL
job_0958f7936b560695,skill_a0a7db08f316ae79,REQUIRES_SKILL
job_0958f7936b560695,skill_8533821dd6251280,REQUIRES_SKILL
job_0958f7936b560695,skill_520f9e6ca3c0f1fd,REQUIRES_SKILL
job_0973384dd5cd70c7,skill_0329f5a8106bdadb,REQUIRES_SKILL
job_0973384dd5cd70c7,skill_c012b69ea9c3954b,REQUIRES_SKILL
job_0973384dd5cd70c7,skill_cea3103beccc9b53,REQUIRES_SKILL
job_0973384dd5cd70c7,skill_8c012ea48ee1b179,REQUIRES_SKILL
job_0973384dd5cd70c7,skill_00da221a8c3c071a,REQUIRES_SKILL
job_0973384dd5cd70c7,skill_0ee925a40a4172b2,REQUIRES_SKILL
job_0973384dd5cd70c7,skill_b2144a2aa5bade4c,REQUIRES_SKILL
job_0973384dd5cd70c7,skill_93b3c41f9aaf8e36,REQUIRES_SKILL
job_0973384dd5cd70c7,skill_e389d26e9989d645,REQUIRES_SKILL
job_0973384dd5cd70c7,skill_5c61b668ce7ac39b,REQUIRES_SKILL
job_0973384dd5cd70c7,skill_88416c6718897f28,REQUIRES_SKILL
job_0973384dd5cd70c7,skill_a36541de0c89118d,REQUIRES_SKILL
job_864675fae7fe40e4,skill_c56faefc1db0028b,REQUIRES_SKILL
job_864675fae7fe40e4,skill_5195a4539643b73b,REQUIRES_SKILL
job_864675fae7fe40e4,skill_68cc7e630cb3635b,REQUIRES_SKILL
job_864675fae7fe40e4,skill_60a1f4451209e6c0,REQUIRES_SKILL
job_864675fae7fe40e4,skill_804a9a6fdce6024a,REQUIRES_SKILL
job_864675fae7fe40e4,skill_02484b1878190619,REQUIRES_SKILL
job_864675fae7fe40e4,skill_601ea27595d61e18,REQUIRES_SKILL
job_864675fae7fe40e4,skill_5af2886121bd03d1,REQUIRES_SKILL
job_864675fae7fe40e4,skill_e9db7361e0796340,REQUIRES_SKILL
job_864675fae7fe40e4,skill_afbe0f079c7f1f40,REQUIRES_SKILL
job_864675fae7fe40e4,skill_1902de5d07d30bb6,REQUIRES_SKILL
job_05360c01c2884c0f,skill_ceae1cbc2ea900e8,REQUIRES_SKILL
job_05360c01c2884c0f,skill_3af0889ba30c4fdd,REQUIRES_SKILL
job_05360c01c2884c0f,skill_b8ac2aa9980aeec1,REQUIRES_SKILL
job_05360c01c2884c0f,skill_5e3d5817c078061c,REQUIRES_SKILL
