record_id,standard_job_name,job_title,company_name,city,industry,is_cs_related,portrait_degree_requirement,portrait_major_requirement,portrait_certificate_requirement_json,sample_degree_requirement,sample_degree_rank,sample_major_requirements_json,sample_certificate_requirements_json,sample_certificate_force_flags_json,degree_extraction_method,major_extraction_method,certificate_extraction_method,extraction_confidence,degree_evidence_text,major_evidence_text,certificate_evidence_text
e97fcf0469c40f964f3bb24f,测试工程师,测试工程师,宜宾丰川动力科技有限公司,宜宾,汽车研发/制造,True,本科及以上,电子、计算机、通信、自动化等理工类专业,[],本科,3,"[""电子信息工程"", ""计算机科学与技术""]",[],{},fallback_portrait,fallback_portrait,not_found,0.6333,,,
83c2355b094ae937efb38c79,实施工程师,实施工程师,重庆佳格电子工程有限公司,重庆,"IT服务,计算机硬件",True,本科及以上,地理信息、测绘工程、计算机等相关专业,[],本科,3,"[""物联网工程""]",[],{},fallback_portrait,rule_job_desc,not_found,0.7500,,"岗位职责:
1.数据采集与系统集成
数据源对接：
采集电厂DCS、PLC、智能仪表、环保监测等设备数据，支持协议如Modbus、OPC UA、IEC 104、DL/T 645等。
调试客户提供的采集软件，配置数据点表（测点名称、地址、数据类型）。
数据上传：
将数据推送至企业管理系统上级平台（如集团数据中台、运营中心SCADA等系统）。
2.基建与网络部署
服务器部署：
上架服务器，安装CentOS、麒麟信安等操作系统，配置基础环境（如",
52002c3738102550e5776894,软件测试工程师,软件测试,重庆科满福人力资源服务有限公司,成都,企业服务,True,本科及以上,计算机科学、软件工程、电子信息工程等相关专业,"[""ISTQB认证"", ""软件评测师""]",本科,3,"[""计算机科学与技术"", ""软件工程"", ""电子信息工程""]","[""ISTQB"", ""软件评测师""]","{""ISTQB"": ""unknown"", ""软件评测师"": ""unknown""}",fallback_portrait,fallback_portrait,fallback_portrait,0.6500,,,
2fd227b6cc006343d87f99ee,实施工程师,实施工程师,安徽中安创智信息技术有限公司,合肥,计算机软件,True,本科及以上,地理信息、测绘工程、计算机等相关专业,[],大专,2,"[""计算机科学与技术""]","[""通过IT行业相关资格认证""]","{""通过IT行业相关资格认证"": ""preferred""}",regex_job_desc,rule_job_desc,rule_job_desc,1.0000,"一、岗位职责：
1、负责协助项目经理对医院的软件项目实施及服务。
2、协助对客户问题及需求处理，维护客户关系，保障客户满意度；
3、对医护人员进行产品功能培训。
4、协助项目上的实施文档编写；
二、任职要求：
1、计算机或相关专业专科学历，此岗位招纳应届毕业生，欢迎各位投递
2、熟悉Oracle、PostgreSQL等数据库的基本应用，能够熟练运用SQL语句。
3、熟悉硬件、网络，具备软件应用相关计算机知识。
4、擅长与人沟通，协调应变","一、岗位职责：
1、负责协助项目经理对医院的软件项目实施及服务。
2、协助对客户问题及需求处理，维护客户关系，保障客户满意度；
3、对医护人员进行产品功能培训。
4、协助项目上的实施文档编写；
二、任职要求：
1、计算机或相关专业专科学历，此岗位招纳应届毕业生，欢迎各位投递
2、熟悉Oracle、PostgreSQL等数据库的基本应用，能够熟练运用SQL语句。
3、熟悉硬件、网络，具备软件应用相关计算机知识。
4、擅长与人沟通，协调应变",5、通过IT行业相关资格认证者优先，如ORACLE、SQLserver等
e64435606e309f392e6474f4,测试工程师,测试工程师,华清瑞达,天津,"计算机软件,IT服务,电子/半导体/集成电路,船舶/航空/航天/火车制造",True,本科及以上,电子、计算机、通信、自动化等理工类专业,[],本科,3,"[""计算机科学与技术"", ""电子信息工程""]",[],{},regex_job_desc,rule_job_desc,not_found,0.8667,1、本科及以上学历，电子、计算机、通信、自动化等理工类专业,"岗位要求：
1、本科及以上学历，电子、计算机、通信、自动化等理工类专业；
2、掌握各种仪器仪表的使用方法，如万用表、示波器、频谱仪、信号源等，了解FPGA/CPLD/AD/DA/FLASH等基本概念，了解掌握各种仪器仪表的使用方法，如万用表、示波器、频谱仪、信号源等RS232/RS422/CAN/LVDS/PCI/PCIE/FPGAMGT等接口知识；
3、根据测试大纲，搭建测试环境，进行板卡测试测试，整理测试数据，编写测试报告；后续根据",
666dc72c7ba0b976985f96d7,软件测试工程师,软件测试,天阳科技,昆明,"计算机软件,计算机软件",True,本科及以上,计算机科学、软件工程、电子信息工程等相关专业,"[""ISTQB认证"", ""软件评测师""]",本科,3,"[""计算机科学与技术""]","[""ISTQB"", ""软件评测师""]","{""ISTQB"": ""unknown"", ""软件评测师"": ""unknown""}",regex_job_desc,rule_job_desc,fallback_portrait,0.8833,统招本科学历及以上（学信网可查）,"1.全国项目驻场测试，主要负责功能、数据或接口等相关测试工作；
2.统招本科学历及以上（学信网可查）；毕业满2年；计算机专业优先；
3.热爱软件测试行业、有强力的自驱力，能够在测试岗位深入学习研究；
4.有无经验均可，服从公司安排，接受公司培养，可接受异地工作优先；
福利待遇：
上市公司、公司可提供住宿、定期体检、带薪年假；
欢迎符合要求的小伙伴们投递~",
2831cb44ee347787d3c34583,测试工程师,测试工程师,天阳科技,承德,"计算机软件,计算机软件",True,本科及以上,电子、计算机、通信、自动化等理工类专业,[],本科,3,"[""计算机科学与技术""]",[],{},regex_job_desc,rule_job_desc,not_found,0.8667,统招本科学历及以上（学信网可查）,"1.全国项目驻场测试，主要负责功能、数据或接口等相关测试工作；
2.统招本科学历及以上（学信网可查）；毕业满2年；计算机专业优先；
3.热爱软件测试行业、有强力的自驱力，能够在测试岗位深入学习研究；
4.有无经验均可，服从公司安排，接受公司培养，可接受异地工作优先；
福利待遇：
上市公司，公司可以提供住宿，提供五险一金；
欢迎符合要求的小伙伴们投递~",
3cb1dd6b30113698e75b8fd1,Java开发工程师,Java,南京海泰医疗信息系统有限公司,武汉,"计算机软件,卫生服务,IT服务,计算机软件",True,专科或以上,,"[""日语N3或以上""]",大专,2,"[""计算机科学与技术"", ""软件工程""]","[""日语N3""]","{""日语N3"": ""unknown""}",regex_job_desc,rule_job_desc,fallback_portrait,0.8833,"岗位职责：
1、服从公司领导安排，做好公司医疗行业项目技术开发、实施服务工作。
2、有较强的抗压能力（能适应加班、出差）。
任职要求：
1、计算机应用、医学、软件工程专业等专科及以上学历；
2、掌握java、PB、C#中至少一门语言，并编写过具体程序；
3、熟练掌握SQL技能，至少掌握Oracle、DB2、SQLServer其中一个数据库基础技能；
4、有良好的文档编制习惯；
5、工作负责细心，有较强的学习能力和积极端正的工作态度，有强",1、计算机应用、医学、软件工程专业等专科及以上学历,
24c3810406d046393f78bf6a,技术支持工程师,技术支持工程师,广州红海云计算股份有限公司,重庆,"计算机软件,IT服务,互联网",True,本科及以上,计算机科学与技术、软件工程、电子信息工程、通信工程、自动化等相关专业,[],本科,3,"[""计算机科学与技术"", ""软件工程"", ""电子信息工程""]",[],{},fallback_portrait,fallback_portrait,not_found,0.6333,,,
c3dea43b8c664a44d264945a,硬件测试工程师,硬件测试,陕西跃北机电设备有限公司,西安,人工智能,True,大专及以上,通讯自动化及相关理工类专业,[],大专,2,"[""计算机科学与技术"", ""电子信息工程""]",[],{},regex_job_desc,rule_job_desc,not_found,0.8667,电子、通信、计算机等相关专业大专及以上学历,"我们正在寻找一位资深的硬件测试工程师，
负责确保公司硬件产品的质量和稳定性。
工作内容：
包括设计测试方案、执行测试、撰写测试报告、跟踪缺陷等。
岗位要求：
1. 电子、通信、计算机等相关专业大专及以上学历；
2. 有以上硬件测试工作经验；
3. 熟练掌握各种测试仪器和设备；
4. 良好的问题定位和解决能力；
5. 责任心强，有团队精神。",
f9b1eaeec350d56bff95833b,Java开发工程师,Java,河北晨光网络科技有限公司,石家庄,"互联网,计算机软件,网络/信息安全",True,专科或以上,,"[""日语N3或以上""]",本科,3,"[""计算机科学与技术""]","[""日语N3""]","{""日语N3"": ""unknown""}",regex_job_desc,rule_job_desc,fallback_portrait,0.8833,1、计算机相关专业，本科学历及以上,"1、计算机相关专业，本科学历及以上;
2、具有扎实的Java功底，了解JVM的原理，悉多线程，通信等相关技术;有较强的源码阅读、研究和理解能力;
3、精通SpringcCoud、SpringBoot、MyBatis等主流后端框架及前端框架Vue、uni-app，对优秀开源软件的源码有心得者优先;
4、精通数据库设计，优秀的SQL编写及调优能力，熟悉MySQL、Oracle等数据库，熟悉国产达梦、东方通中间件优先;
5、熟悉Linux下常",
b46d1832c64c207b6fc5b7f8,软件测试工程师,软件测试,软通动力信息技术(集团)股份有限公司,西安,"互联网,IT服务,计算机软件",True,本科及以上,计算机科学、软件工程、电子信息工程等相关专业,"[""ISTQB认证"", ""软件评测师""]",本科,3,"[""计算机科学与技术"", ""软件工程"", ""电子信息工程""]","[""ISTQB"", ""软件评测师""]","{""ISTQB"": ""unknown"", ""软件评测师"": ""unknown""}",fallback_portrait,fallback_portrait,fallback_portrait,0.6500,,,
a287fb702e911fdb570ecb34,软件测试工程师,软件测试,深圳市易玛特科技有限公司,深圳,"电子商务,物联网",True,本科及以上,计算机科学、软件工程、电子信息工程等相关专业,"[""ISTQB认证"", ""软件评测师""]",大专,2,"[""计算机科学与技术"", ""软件工程"", ""电子信息工程""]","[""ISTQB"", ""软件评测师""]","{""ISTQB"": ""unknown"", ""软件评测师"": ""unknown""}",regex_job_desc,fallback_portrait,fallback_portrait,0.7667,1、大专及以上学历，专业不限,,
dd2fbfef7759d2a8ec3ed41f,软件测试工程师,软件测试,重庆科满福人力资源服务有限公司,南昌,企业服务,True,本科及以上,计算机科学、软件工程、电子信息工程等相关专业,"[""ISTQB认证"", ""软件评测师""]",本科,3,"[""计算机科学与技术"", ""软件工程"", ""电子信息工程""]","[""ISTQB"", ""软件评测师""]","{""ISTQB"": ""unknown"", ""软件评测师"": ""unknown""}",fallback_portrait,fallback_portrait,fallback_portrait,0.6500,,,
c26527abf4cf035c9993e4f7,C/C++嵌入式软件开发工程师,C/C++,外企德科数字技术有限公司,南京,专业技术服务,True,硕士及以上,计算机科学与技术，软件工程，通信工程，电子信息，机械电子专业,[],硕士,4,"[""数据科学与大数据技术""]",[],{},fallback_portrait,rule_job_desc,not_found,0.7500,,主要负责相关部门的python/java/c/c++开发工作（会职位详情写这个：python/java/c/c++任意一种语言即可，算法/大数据等相关岗位均有）,
23e0b2ff407e749eb7f705f6,硬件测试工程师,硬件测试,贵州兴黔信息科技有限公司,遵义,IT服务,True,大专及以上,通讯自动化及相关理工类专业,[],本科,3,"[""计算机科学与技术"", ""电子信息工程""]",[],{},regex_job_desc,rule_job_desc,not_found,0.8667,电子、计算机、自动化等相关专业本科及以上学历，在校学生，能保证每周至少 4 天实习时间，实习时长不少于 3 个月,"岗位职责​
1. 协助测试工程师制定软硬件测试计划和测试用例，确保测试覆盖全面。​
2. 参与软硬件产品的功能测试、性能测试、兼容性测试等，认真记录测试过程和结果。​
3. 对测试中发现的问题进行跟踪和反馈，协助开发人员定位并解决问题。​
4. 学习并使用常用的测试工具和设备，如测试仪器、自动化测试工具等。​
5. 整理测试文档，包括测试报告、问题清单等，保证测试工作的可追溯性。​
任职要求​
1. 电子、计算机、自动化等相关专业本科及",
03785ba3ba3db30eafeac641,Java开发工程师,Java,大连高新园区仁源计算机软件开发有限公司,大连,"计算机软件,电子商务",True,专科或以上,,"[""日语N3或以上""]",大专,2,"[""计算机科学与技术""]","[""日语N3""]","{""日语N3"": ""unknown""}",fallback_portrait,rule_job_desc,fallback_portrait,0.7667,,"岗位内容：
1. 负责Java应用程序的设计与开发，包括需求分析、系统设计、编码和测试等环节。
2. 研究新技术，不断提升开发效率和程序性能。
3. 改进现有系统、优化系统资源，提高系统稳定性和可靠性。
4. 参与团队内部培训、交流与分享会议，促进整个团队技术水平的提升。
任职要求：
1. 熟悉Java语言，熟练掌握Spring框架及相关开源技术。
2. 具备扎实的计算机基础，熟悉数据结构、算法和网络编程等知识点。
3. 具备初步的We",
56db2d7d26d5b0fdca613b34,测试工程师,测试工程师,重庆开拓卫星科技有限公司,重庆,船舶/航空/航天/火车制造,True,本科及以上,电子、计算机、通信、自动化等理工类专业,[],本科,3,"[""电子信息工程"", ""计算机科学与技术""]",[],{},regex_job_desc,fallback_portrait,not_found,0.7500,1、本科大四学生，理工科专业，成绩优异，綦江人优先,,
d4f8f8f1bbf87e038ba7f313,测试工程师,测试工程师,中国汽车技术研究中心有限公司,广州,"汽车研发/制造,计算机软件,检测/认证,学术/科研",True,本科及以上,电子、计算机、通信、自动化等理工类专业,[],本科,3,"[""电子信息工程""]",[],{},regex_job_desc,rule_job_desc,not_found,0.8667,2、大学本科及以上学历,"一、岗位职责
1、主要负责智慧座舱声学板块和通信板块测试，完成各种技术文件编制，执行测试输出数据完成报告撰写；2、跟踪智慧座舱声学、语音交互标准、网联相关标准，完善部门试验能力；
3、试验基建相关工作，包括试验室改造、设备采购及相关基建工作；
4、维护客户关系，及时了解客户需求并反馈项目负责人或上级领导；
5、完成部门分配的科研和其他相关任务。

二、任职要求
1、车辆工程、机械、自动化等相关专业；
2、大学本科及以上学历；
3、了解声",
92454e1f1a52deee0edcbba2,技术支持工程师,技术支持工程师,青岛青禾人造草坪股份有限公司,烟台,"橡胶和塑料制品,贸易/进出口",True,本科及以上,计算机科学与技术、软件工程、电子信息工程、通信工程、自动化等相关专业,[],本科,3,"[""计算机科学与技术""]",[],{},fallback_portrait,rule_job_desc,not_found,0.7500,,岗位职责： 1.负责产品需求管理：a.为销售提供技术支持，客户需求对接，理解客户产品/技术相关需求并对接后端部门。b.参与销售过程，协助进行技术产品类分析、设计等，根据需要陪同拜访客户。c.沟通客户反馈，跨部门协调制定产品解决方案，协助销售团队提升产品/技术专业知识。,
5db187d1086b7e0d4b7fc3a4,实施工程师,实施工程师,东华医为科技有限公司,威海,"IT服务,IT服务",True,本科及以上,地理信息、测绘工程、计算机等相关专业,[],本科,3,"[""地理信息科学"", ""计算机科学与技术""]",[],{},fallback_portrait,fallback_portrait,not_found,0.6333,,,
6cd6a942afae21779a5a6e53,科研人员,科研人员,广东省人智科技研究院有限公司,珠海,"专业技术服务,人工智能,云计算/大数据,IT服务",True,博士,计算机科学技术、大数据、软件、虚拟现实或仿真、人工智能安全或信息安全、自动化、地信、遥感、物联网,[],博士,5,"[""计算机科学与技术"", ""数据科学与大数据技术"", ""人工智能"", ""电子信息工程"", ""网络空间安全"", ""物联网工程""]",[],{},regex_job_desc,rule_job_desc,not_found,0.8667,2、申请人在国内外大学已取得或即将取得博士学位，品学兼优、身体健康，年龄不超过40周岁,参与人工智能芯片、算法、芯片相关基础软件、大数据等相关研究、设计、开发工作,
96ec90b3128acca67a82c1c2,软件测试工程师,软件测试,北京交大微联科技有限公司,北京,"计算机软件,计算机硬件,IT服务,电子/半导体/集成电路",True,本科及以上,计算机科学、软件工程、电子信息工程等相关专业,"[""ISTQB认证"", ""软件评测师""]",本科,3,"[""计算机科学与技术"", ""软件工程"", ""电子信息工程""]","[""ISTQB"", ""软件评测师""]","{""ISTQB"": ""unknown"", ""软件评测师"": ""unknown""}",fallback_portrait,rule_job_desc,fallback_portrait,0.7667,,1、计算机、软件工程、自动化、电子信息等相关专业,
cfb96ac77aa97a1cb04963ab,Java开发工程师,Java,外企德科数字技术有限公司,苏州,专业技术服务,True,专科或以上,,"[""日语N3或以上""]",大专,2,[],"[""日语N3""]","{""日语N3"": ""unknown""}",fallback_portrait,not_found,fallback_portrait,0.5167,,,
6cb3aea38dc30467b3ad172e,技术支持工程师,技术支持工程师,安宁盈科,贵阳,"计算机硬件,计算机软件,IT服务,通信/网络设备",True,本科及以上,计算机科学与技术、软件工程、电子信息工程、通信工程、自动化等相关专业,[],本科,3,"[""计算机科学与技术"", ""软件工程"", ""电子信息工程""]",[],{},fallback_portrait,fallback_portrait,not_found,0.6333,,,
142a523d48c2919042b0e7f5,软件测试工程师,软件测试,青岛鼎赫人力资源有限公司,北京,人力资源服务,True,本科及以上,计算机科学、软件工程、电子信息工程等相关专业,"[""ISTQB认证"", ""软件评测师""]",本科,3,"[""计算机科学与技术"", ""软件工程"", ""电子信息工程""]","[""ISTQB"", ""软件评测师""]","{""ISTQB"": ""unknown"", ""软件评测师"": ""unknown""}",fallback_portrait,fallback_portrait,fallback_portrait,0.6500,,,
11a3de43798a3d15a7163abd,Java开发工程师,Java,外企德科数字技术有限公司,深圳,专业技术服务,True,专科或以上,,"[""日语N3或以上""]",大专,2,"[""计算机科学与技术""]","[""日语N3""]","{""日语N3"": ""unknown""}",fallback_portrait,rule_job_desc,fallback_portrait,0.7667,,"岗位要求：
1、扎实的编程能力，熟悉算法和数据结构；熟悉计算机的基础理论；
2、熟练使用java/c/c++/python/js其中一种语言，掌握Spring相关生态开源框架，熟悉MySql、MQ、Redis、SpringCloud等，熟悉事务、缓存、消息、负载均衡等；
3、熟悉Linux开发环境；
4、具有大规模高并发云服务设计和开发经验优先；
5、有微服务、容器相关开发经验优先。
任职要求：
1、扎实的编程能力，熟悉算法和数据结构；",
94e252bee8d90badaa96239b,技术支持工程师,技术支持工程师,武汉浩谱海洋探测系统有限公司,营口,"电子/半导体/集成电路,计算机软件",True,本科及以上,计算机科学与技术、软件工程、电子信息工程、通信工程、自动化等相关专业,[],大专,2,"[""电子信息工程""]",[],{},regex_job_desc,rule_job_desc,not_found,0.8667,"岗位职责：
1、主要负责辽宁省内项目运维和售前、售后技术支持工作；
2、负责项目管理，配合负责人掌握工程进度情况，及时将项目上施工中出现的问题反馈公司领导；
3、负责组织工程项目的实施、验收和维护；
4、负责对工程技术人员、用户进行培训；
5、负责工程相关文档编写如验收文件、巡检报告、专利等；
6、 协助负责人制定月度、年度目标计划，组织实施并检查执行情况，全面落实；
7、 协助负责人做好公司外部各单位直接的协调工作；
8、 协助负责人","岗位职责：
1、主要负责辽宁省内项目运维和售前、售后技术支持工作；
2、负责项目管理，配合负责人掌握工程进度情况，及时将项目上施工中出现的问题反馈公司领导；
3、负责组织工程项目的实施、验收和维护；
4、负责对工程技术人员、用户进行培训；
5、负责工程相关文档编写如验收文件、巡检报告、专利等；
6、 协助负责人制定月度、年度目标计划，组织实施并检查执行情况，全面落实；
7、 协助负责人做好公司外部各单位直接的协调工作；
8、 协助负责人",
8c7898e6fe0f06f3f8d3cfc9,硬件测试工程师,硬件测试,福建八盛汽车科技有限公司,赣州,"电子设备制造,人工智能,智能硬件,通信/网络设备",True,大专及以上,通讯自动化及相关理工类专业,[],大专,2,"[""计算机科学与技术"", ""电子信息工程""]",[],{},regex_job_desc,rule_job_desc,not_found,0.8667,电子、通信、计算机等相关专业大专及以上学历,"我们正在寻找一位资深的硬件测试工程师，
负责确保公司硬件产品的质量和稳定性。
工作内容：
包括设计测试方案、执行测试、撰写测试报告、跟踪缺陷等。
岗位要求：
1. 电子、通信、计算机等相关专业大专及以上学历；
2.熟练掌握各种测试仪器和设备；
3. 良好的问题定位和解决能力；
4.责任心强，有团队精神。",
4772e1fdeb12cee4e5fa87e8,Java开发工程师,Java,外企德科数字技术有限公司,上海,专业技术服务,True,专科或以上,,"[""日语N3或以上""]",大专,2,"[""计算机科学与技术""]","[""日语N3""]","{""日语N3"": ""unknown""}",fallback_portrait,rule_job_desc,fallback_portrait,0.7667,,"岗位要求：
1、扎实的编程能力，熟悉算法和数据结构；熟悉计算机的基础理论；
2、熟练使用java/c/c++/python/js其中一种语言，掌握Spring相关生态开源框架，熟悉MySql、MQ、Redis、SpringCloud等，熟悉事务、缓存、消息、负载均衡等；
3、熟悉Linux开发环境；
4、具有大规模高并发云服务设计和开发经验优先；
5、有微服务、容器相关开发经验优先。
任职要求：
1、扎实的编程能力，熟悉算法和数据结构；",
834eca74149aee6dc0d8ce6b,Java开发工程师,Java,外企德科数字技术有限公司,东莞,专业技术服务,True,专科或以上,,"[""日语N3或以上""]",大专,2,[],"[""日语N3""]","{""日语N3"": ""unknown""}",fallback_portrait,not_found,fallback_portrait,0.5167,,,
55734c6538d9b4bd89e44dc0,前端开发工程师,前端开发,外企德科数字技术有限公司,西安,专业技术服务,True,,,[],未明确,-1,"[""计算机科学与技术"", ""信息管理与信息系统""]",[],{},not_found,rule_job_desc,not_found,0.6167,,"1. 信息系统/计算机/通讯等相关专业优先，能力优秀者可放宽，无经验22年优秀应届生亦可培养；
2.精通HTML/CSS/JS/H5等Web前端开发技术中的一种或多种软件语言；",
052179319175f4e05cb1e45e,测试工程师,测试工程师,江苏先维技术有限公司,南京,计算机软件,True,本科及以上,电子、计算机、通信、自动化等理工类专业,[],本科,3,"[""计算机科学与技术"", ""电子信息工程""]",[],{},regex_job_desc,rule_job_desc,not_found,0.8667,1、计算机、电子、通信等理工类专业，本科或以上学历,"岗位职责：
1、协同研发和产品团队定义产品功能和实现，参与前期评估和对比测试；
2、参与制定并执行测试计划，编写测试用例，定位、追踪和管理问题；
3、自动化测试脚本的编写，提升测试效率的工具的开发。
任职要求：
1、计算机、电子、通信等理工类专业，本科或以上学历；
2、熟悉测试流程，熟悉软件测试理论、软件测试用例的编制；
3、具有较强的发现问题、分析问题的能力，较强的语言表达能力和文档撰写能力；
4、善于学习新的工作方法和测试技巧；
5",
1a36c77415f039edf6baa93d,Java开发工程师,Java,外企德科数字技术有限公司,南京,专业技术服务,True,专科或以上,,"[""日语N3或以上""]",大专,2,"[""数据科学与大数据技术""]","[""日语N3""]","{""日语N3"": ""unknown""}",fallback_portrait,rule_job_desc,fallback_portrait,0.7667,,主要负责相关部门的相关工作（会python/java/c/c++任意一种语言即可，算法/大数据/前端/后端/运维等相关岗位均有）,
